日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-02-21,0.569,0.588,0.596,0.568,64686,3797123.4,4.88,2.44,0.014,10.96
2024-02-22,0.594,0.591,0.594,0.584,58353,3433923.4,1.7,0.51,0.003,9.89
2024-02-23,0.592,0.591,0.594,0.587,57543,3391677.287,1.18,0.0,0.0,9.75
2024-02-26,0.591,0.595,0.597,0.59,53437,3170328.1,1.18,0.68,0.004,9.05
2024-02-27,0.594,0.604,0.605,0.586,65061,3857031.0,3.19,1.51,0.009,11.02
2024-02-28,0.604,0.592,0.612,0.592,73069,4425608.806,3.31,-1.99,-0.012,12.38
2024-02-29,0.588,0.605,0.607,0.585,96404,5760257.5,3.72,2.2,0.013,16.33
2024-03-01,0.607,0.615,0.618,0.599,72098,4366711.326,3.14,1.65,0.01,12.21
2024-03-04,0.612,0.619,0.621,0.612,59136,3649227.5,1.46,0.65,0.004,10.02
2024-03-05,0.619,0.614,0.619,0.611,57754,3552313.3,1.29,-0.81,-0.005,9.78
2024-03-06,0.615,0.617,0.622,0.61,53730,3308899.136,1.95,0.49,0.003,9.1
2024-03-07,0.617,0.602,0.617,0.6,83657,5091810.5,2.76,-2.43,-0.015,14.17
2024-03-08,0.602,0.607,0.608,0.598,32235,1943744.1,1.66,0.83,0.005,5.46
2024-03-11,0.609,0.617,0.617,0.603,40871,2501035.2,2.31,1.65,0.01,6.92
2024-03-12,0.62,0.633,0.633,0.615,80834,5037054.562,2.92,2.59,0.016,13.69
2024-03-13,0.634,0.631,0.639,0.626,65024,4119545.668,2.05,-0.32,-0.002,11.02
2024-03-14,0.627,0.624,0.639,0.623,66666,4196540.9,2.54,-1.11,-0.007,11.29
2024-03-15,0.623,0.619,0.623,0.612,52688,3242529.0,1.76,-0.8,-0.005,8.93
2024-03-18,0.621,0.63,0.635,0.618,34343,2146483.6,2.75,1.78,0.011,5.82
2024-03-19,0.625,0.625,0.628,0.62,37031,2318866.6,1.27,-0.79,-0.005,6.27
2024-03-20,0.622,0.624,0.625,0.621,13063,813436.3,0.64,-0.16,-0.001,2.21
2024-03-21,0.63,0.628,0.635,0.627,13915,877147.3,1.28,0.64,0.004,2.36
2024-03-22,0.623,0.616,0.623,0.612,34819,2146960.5,1.75,-1.91,-0.012,5.9
2024-03-25,0.611,0.616,0.625,0.611,31198,1943456.2,2.27,0.0,0.0,5.29
2024-03-26,0.616,0.617,0.618,0.613,9483,583922.0,0.81,0.16,0.001,1.61
2024-03-27,0.612,0.607,0.614,0.607,19297,1180673.908,1.13,-1.62,-0.01,3.27
2024-03-28,0.608,0.618,0.626,0.606,15951,983973.8,3.29,1.81,0.011,2.7
2024-03-29,0.618,0.616,0.645,0.61,21814,1341357.215,5.66,-0.32,-0.002,3.7
2024-04-01,0.615,0.626,0.626,0.615,32160,2009428.7,1.79,1.62,0.01,5.45
2024-04-02,0.632,0.626,0.632,0.625,68790,4319226.5,1.12,0.0,0.0,11.65
2024-04-03,0.625,0.62,0.625,0.62,20619,1283357.6,0.8,-0.96,-0.006,3.49
2024-04-08,0.616,0.616,0.619,0.612,54592,3363301.5,1.13,-0.65,-0.004,9.25
2024-04-09,0.617,0.617,0.617,0.611,77344,4745783.19,0.97,0.16,0.001,13.1
2024-04-10,0.616,0.616,0.618,0.614,47199,2909452.7,0.65,-0.16,-0.001,8.0
2024-04-11,0.615,0.618,0.619,0.613,28100,1734446.1,0.97,0.32,0.002,4.76
2024-04-12,0.618,0.615,0.618,0.613,31646,1949526.3,0.81,-0.49,-0.003,5.36
2024-04-15,0.621,0.615,0.651,0.608,21806,1333865.4,6.99,0.0,0.0,3.69
2024-04-16,0.61,0.602,0.612,0.601,36675,2228454.2,1.79,-2.11,-0.013,6.21
2024-04-17,0.608,0.606,0.611,0.602,11595,702832.4,1.5,0.66,0.004,1.96
2024-04-18,0.601,0.608,0.612,0.595,12679,772872.5,2.81,0.33,0.002,2.15
2024-04-19,0.603,0.597,0.603,0.59,37056,2203243.098,2.14,-1.81,-0.011,6.28
2024-04-22,0.603,0.607,0.608,0.597,3040,183628.1,1.84,1.68,0.01,0.52
2024-04-23,0.611,0.618,0.618,0.602,21898,1348589.3,2.64,1.81,0.011,3.71
2024-04-24,0.614,0.628,0.63,0.614,43681,2733965.6,2.59,1.62,0.01,7.4
2024-04-25,0.625,0.627,0.634,0.625,39459,2488534.8,1.43,-0.16,-0.001,6.69
2024-04-26,0.625,0.644,0.646,0.625,34059,2176017.276,3.35,2.71,0.017,5.77
2024-04-29,0.644,0.65,0.659,0.644,39611,2586483.6,2.33,0.93,0.006,6.71
2024-04-30,0.65,0.645,0.65,0.64,8271,535386.5,1.54,-0.77,-0.005,1.4
2024-05-06,0.669,0.673,0.674,0.654,31777,2125651.7,3.1,4.34,0.028,5.38
2024-05-07,0.673,0.663,0.673,0.661,45098,3008575.1,1.78,-1.49,-0.01,7.64
2024-05-08,0.661,0.656,0.665,0.656,39697,2616162.6,1.36,-1.06,-0.007,6.73
2024-05-09,0.66,0.665,0.668,0.66,29318,1949751.6,1.22,1.37,0.009,4.97
2024-05-10,0.67,0.665,0.67,0.658,30225,1998282.0,1.8,0.0,0.0,5.12
2024-05-13,0.66,0.671,0.672,0.655,19277,1284385.4,2.56,0.9,0.006,3.27
2024-05-14,0.68,0.674,0.681,0.674,49706,3362195.876,1.04,0.45,0.003,8.42
2024-05-15,0.671,0.669,0.673,0.669,35631,2392839.5,0.59,-0.74,-0.005,6.04
2024-05-16,0.667,0.675,0.678,0.667,49730,3358539.23,1.64,0.9,0.006,8.43
2024-05-17,0.678,0.674,0.682,0.673,39959,2705336.15,1.33,-0.15,-0.001,6.77
2024-05-20,0.677,0.674,0.678,0.672,44682,3015956.0,0.89,0.0,0.0,7.57
2024-05-21,0.671,0.664,0.672,0.663,49498,3306960.0,1.34,-1.48,-0.01,8.39
2024-05-22,0.664,0.67,0.672,0.664,22084,1476613.1,1.2,0.9,0.006,3.74
2024-05-23,0.665,0.662,0.665,0.658,29708,1960732.1,1.04,-1.19,-0.008,5.03
2024-05-24,0.657,0.656,0.658,0.646,31496,2052274.6,1.81,-0.91,-0.006,5.34
2024-05-27,0.651,0.653,0.656,0.639,21094,1359077.142,2.59,-0.46,-0.003,3.57
2024-05-28,0.656,0.65,0.658,0.649,15463,1013212.7,1.38,-0.46,-0.003,2.62
2024-05-29,0.65,0.642,0.65,0.639,10028,645178.8,1.69,-1.23,-0.008,1.7
2024-05-30,0.638,0.639,0.643,0.637,2619,167883.0,0.93,-0.47,-0.003,0.44
2024-05-31,0.645,0.635,0.649,0.634,8778,561305.2,2.35,-0.63,-0.004,1.49
2024-06-03,0.639,0.641,0.642,0.63,22095,1410494.9,1.89,0.94,0.006,3.74
2024-06-04,0.641,0.653,0.654,0.638,16711,1078191.7,2.5,1.87,0.012,2.83
2024-06-05,0.653,0.655,0.659,0.648,20835,1364789.9,1.68,0.31,0.002,3.53
2024-06-06,0.659,0.651,0.66,0.651,18869,1234572.4,1.37,-0.61,-0.004,3.2
2024-06-07,0.648,0.641,0.658,0.638,20596,1331235.6,3.07,-1.54,-0.01,3.49
2024-06-11,0.641,0.648,0.648,0.634,18762,1198814.2,2.18,1.09,0.007,3.18
2024-06-12,0.648,0.647,0.65,0.645,9413,609030.2,0.77,-0.15,-0.001,1.59
2024-06-13,0.648,0.648,0.653,0.647,14387,935485.3,0.93,0.15,0.001,2.44
2024-06-14,0.644,0.652,0.654,0.643,31075,2020041.2,1.7,0.62,0.004,5.26
2024-06-17,0.647,0.66,0.662,0.647,27261,1789680.4,2.3,1.23,0.008,4.62
2024-06-18,0.67,0.657,0.672,0.655,17446,1153608.5,2.58,-0.45,-0.003,2.96
2024-06-19,0.652,0.665,0.668,0.652,5782,382599.7,2.44,1.22,0.008,0.98
2024-06-20,0.672,0.657,0.676,0.654,9488,626181.4,3.31,-1.2,-0.008,1.61
2024-06-21,0.652,0.652,0.658,0.646,30363,1985063.9,1.83,-0.76,-0.005,5.14
2024-06-24,0.652,0.644,0.652,0.642,19285,1247172.992,1.53,-1.23,-0.008,3.27
2024-06-25,0.642,0.639,0.649,0.636,14141,907890.06,2.02,-0.78,-0.005,2.4
2024-06-26,0.637,0.65,0.65,0.637,30881,1987201.0,2.03,1.72,0.011,5.23
2024-06-27,0.645,0.641,0.648,0.638,17485,1123811.7,1.54,-1.38,-0.009,2.96
2024-06-28,0.645,0.638,0.646,0.636,9193,589639.5,1.56,-0.47,-0.003,1.56
2024-07-01,0.633,0.636,0.636,0.63,5743,364133.6,0.94,-0.31,-0.002,0.97
2024-07-02,0.636,0.63,0.638,0.629,9651,613806.6,1.42,-0.94,-0.006,1.64
2024-07-03,0.633,0.638,0.641,0.631,10014,635196.2,1.59,1.27,0.008,1.7
2024-07-04,0.639,0.638,0.645,0.634,18558,1185326.3,1.72,0.0,0.0,3.14
2024-07-05,0.633,0.641,0.641,0.628,25497,1611762.1,2.04,0.47,0.003,4.32
2024-07-08,0.638,0.631,0.644,0.628,23594,1494189.6,2.5,-1.56,-0.01,4.0
2024-07-09,0.631,0.639,0.642,0.629,13059,828271.8,2.06,1.27,0.008,2.21
2024-07-10,0.639,0.643,0.647,0.639,18285,1175771.4,1.25,0.63,0.004,3.1
2024-07-11,0.65,0.652,0.655,0.642,33091,2146445.5,2.02,1.4,0.009,5.61
2024-07-12,0.651,0.658,0.658,0.648,29941,1958620.2,1.53,0.92,0.006,5.07
2024-07-15,0.657,0.649,0.657,0.647,16035,1041416.3,1.52,-1.37,-0.009,2.72
2024-07-16,0.645,0.651,0.656,0.644,22317,1450022.8,1.85,0.31,0.002,3.78
2024-07-17,0.657,0.654,0.657,0.647,28660,1866514.9,1.54,0.46,0.003,4.86
2024-07-18,0.651,0.653,0.653,0.642,17210,1109933.6,1.68,-0.15,-0.001,2.92
2024-07-19,0.648,0.65,0.65,0.646,24707,1601837.7,0.61,-0.46,-0.003,4.19
2024-07-22,0.65,0.656,0.656,0.648,28299,1842776.3,1.23,0.92,0.006,4.79
2024-07-23,0.652,0.64,0.652,0.638,21177,1362952.3,2.13,-2.44,-0.016,3.59
2024-07-24,0.635,0.625,0.652,0.623,21562,1359985.6,4.53,-2.34,-0.015,3.65
2024-07-25,0.621,0.619,0.621,0.615,7347,453224.3,0.96,-0.96,-0.006,1.24
2024-07-26,0.614,0.622,0.625,0.614,41368,2570709.6,1.78,0.48,0.003,7.01
2024-07-29,0.625,0.624,0.626,0.622,18955,1183039.7,0.64,0.32,0.002,3.21
2024-07-30,0.619,0.614,0.62,0.613,19060,1172237.5,1.12,-1.6,-0.01,3.23
2024-07-31,0.614,0.632,0.636,0.614,38896,2436948.1,3.58,2.93,0.018,6.59
2024-08-01,0.633,0.633,0.634,0.628,21674,1368058.2,0.95,0.16,0.001,3.67
2024-08-02,0.629,0.617,0.631,0.617,26728,1667499.6,2.21,-2.53,-0.016,4.53
2024-08-05,0.621,0.603,0.621,0.603,28553,1746319.5,2.92,-2.27,-0.014,4.84
2024-08-06,0.608,0.611,0.613,0.606,6843,416239.7,1.16,1.33,0.008,1.16
2024-08-07,0.611,0.612,0.613,0.608,21644,1323409.7,0.82,0.16,0.001,3.67
2024-08-08,0.608,0.612,0.617,0.604,33104,2029659.5,2.12,0.0,0.0,5.61
2024-08-09,0.616,0.613,0.622,0.613,10612,655231.2,1.47,0.16,0.001,1.8
2024-08-12,0.613,0.614,0.614,0.613,1136,69659.8,0.16,0.16,0.001,0.19
2024-08-13,0.639,0.616,0.639,0.612,7508,470286.1,4.4,0.33,0.002,1.27
2024-08-14,0.613,0.613,0.615,0.609,5982,366693.3,0.97,-0.49,-0.003,1.01
2024-08-15,0.609,0.611,0.616,0.609,1479,90632.2,1.14,-0.33,-0.002,0.25
2024-08-16,0.616,0.617,0.62,0.616,5453,337014.5,0.65,0.98,0.006,0.92
2024-08-19,0.612,0.619,0.625,0.612,3085,190660.5,2.11,0.32,0.002,0.52
2024-08-20,0.625,0.616,0.625,0.614,122,7543.9,1.78,-0.48,-0.003,0.02
2024-08-21,0.612,0.612,0.616,0.61,532,32647.2,0.97,-0.65,-0.004,0.09
2024-08-22,0.616,0.611,0.616,0.61,2619,160434.4,0.98,-0.16,-0.001,0.44
2024-08-23,0.612,0.612,0.613,0.609,3224,197016.5,0.65,0.16,0.001,0.55
2024-08-26,0.611,0.612,0.616,0.611,3217,197685.3,0.82,0.0,0.0,0.55
2024-08-27,0.608,0.606,0.609,0.606,723,43893.9,0.49,-0.98,-0.006,0.12
2024-08-28,0.609,0.606,0.609,0.601,10112,609805.0,1.32,0.0,0.0,1.71
2024-08-29,0.608,0.616,0.616,0.608,2850,174464.8,1.32,1.65,0.01,0.48
2024-08-30,0.616,0.631,0.635,0.616,6398,403507.018,3.08,2.44,0.015,1.08
2024-09-02,0.632,0.618,0.632,0.618,2904,180386.9,2.22,-2.06,-0.013,0.49
2024-09-03,0.62,0.621,0.623,0.62,2302,142978.3,0.49,0.49,0.003,0.39
2024-09-04,0.62,0.619,0.62,0.613,2464,152193.6,1.13,-0.32,-0.002,0.42
2024-09-05,0.616,0.618,0.623,0.616,1436,88581.6,1.13,-0.16,-0.001,0.24
2024-09-06,0.611,0.623,0.627,0.611,216,13228.1,2.59,0.81,0.005,0.04
2024-09-09,0.62,0.61,0.635,0.605,5278,322797.628,4.82,-2.09,-0.013,0.89
2024-09-10,0.61,0.612,0.612,0.604,2948,178548.8,1.31,0.33,0.002,0.5
2024-09-11,0.603,0.614,0.616,0.603,7474,456269.7,2.12,0.33,0.002,1.27
2024-09-12,0.617,0.615,0.62,0.613,1847,113636.7,1.14,0.16,0.001,0.31
2024-09-13,0.615,0.615,0.616,0.611,500,30737.7,0.81,0.0,0.0,0.08
2024-09-18,0.614,0.61,0.616,0.61,1663,102129.8,0.98,-0.81,-0.005,0.28
2024-09-19,0.617,0.625,0.627,0.616,5401,336715.5,1.8,2.46,0.015,0.92
2024-09-20,0.627,0.625,0.631,0.62,6946,434305.0,1.76,0.0,0.0,1.18
2024-09-23,0.625,0.626,0.635,0.625,3493,220350.8,1.6,0.16,0.001,0.59
2024-09-24,0.631,0.647,0.647,0.628,10141,650174.7,3.04,3.35,0.021,1.72
2024-09-25,0.658,0.65,0.666,0.65,8919,588862.0,2.47,0.46,0.003,1.51
2024-09-26,0.65,0.675,0.675,0.65,16917,1120443.0,3.85,3.85,0.025,2.87
2024-09-27,0.68,0.736,0.743,0.676,160141,11737916.3,9.93,9.04,0.061,27.13
2024-09-30,0.81,0.81,0.81,0.745,168521,13333675.211,8.83,10.05,0.074,28.55
2024-10-08,0.891,0.891,0.891,0.81,644759,56276209.22,10.0,10.0,0.081,109.23
2024-10-09,0.89,0.802,0.89,0.802,467039,38540990.482,9.88,-9.99,-0.089,79.12
2024-10-10,0.802,0.786,0.82,0.743,168010,13261527.705,9.6,-2.0,-0.016,28.46
2024-10-11,0.782,0.757,0.782,0.752,101931,7780891.484,3.82,-3.69,-0.029,17.27
2024-10-14,0.745,0.769,0.774,0.744,139234,10579101.947,3.96,1.59,0.012,23.59
2024-10-15,0.759,0.745,0.772,0.743,99754,7591262.903,3.77,-3.12,-0.024,16.9
2024-10-16,0.723,0.737,0.748,0.723,53222,3929766.37,3.36,-1.07,-0.008,9.02
2024-10-17,0.737,0.736,0.756,0.735,64430,4808827.792,2.85,-0.14,-0.001,10.92
2024-10-18,0.731,0.786,0.794,0.727,161070,12370621.88,9.1,6.79,0.05,27.29
2024-10-21,0.791,0.776,0.8,0.77,239177,18791500.6,3.82,-1.27,-0.01,40.52
2024-10-22,0.775,0.773,0.78,0.76,99383,7667278.25,2.58,-0.39,-0.003,16.84
2024-10-23,0.773,0.786,0.848,0.773,358737,28413001.399,9.7,1.68,0.013,60.78
2024-10-24,0.786,0.774,0.786,0.77,78138,6041022.4,2.04,-1.53,-0.012,13.24
2024-10-25,0.774,0.775,0.783,0.766,109534,8475127.9,2.2,0.13,0.001,18.56
2024-10-28,0.774,0.776,0.778,0.769,74701,5778245.3,1.16,0.13,0.001,12.66
2024-10-29,0.776,0.777,0.788,0.775,124798,9750945.288,1.68,0.13,0.001,21.14
2024-10-30,0.776,0.772,0.779,0.764,75465,5823840.7,1.93,-0.64,-0.005,12.79
2024-10-31,0.77,0.772,0.775,0.763,95198,7331294.696,1.55,0.0,0.0,16.13
2024-11-01,0.768,0.77,0.778,0.764,114000,8793391.2,1.81,-0.26,-0.002,19.31
2024-11-04,0.768,0.778,0.779,0.768,51064,3952999.3,1.43,1.04,0.008,8.65
2024-11-05,0.776,0.798,0.8,0.771,160419,12667683.8,3.73,2.57,0.02,27.18
2024-11-06,0.802,0.79,0.803,0.784,109316,8678529.3,2.38,-1.0,-0.008,18.52
2024-11-07,0.789,0.809,0.809,0.78,118533,9460100.288,3.67,2.41,0.019,20.08
2024-11-08,0.816,0.812,0.825,0.81,132761,10863629.7,1.85,0.37,0.003,22.49
2024-11-11,0.813,0.822,0.823,0.8,95220,7750931.1,2.83,1.23,0.01,16.13
2024-11-12,0.82,0.807,0.83,0.803,103349,8435069.42,3.28,-1.82,-0.015,17.51
2024-11-13,0.807,0.807,0.807,0.791,48493,3873309.282,1.98,0.0,0.0,8.22
2024-11-14,0.807,0.781,0.809,0.781,52139,4113874.3,3.47,-3.22,-0.026,8.83
2024-11-15,0.783,0.775,0.793,0.774,39813,3116871.7,2.43,-0.77,-0.006,6.75
2024-11-18,0.774,0.769,0.785,0.762,36997,2856303.619,2.97,-0.77,-0.006,6.27
2024-11-19,0.769,0.773,0.775,0.757,54942,4211435.9,2.34,0.52,0.004,9.31
2024-11-20,0.775,0.784,0.786,0.76,56478,4403456.1,3.36,1.42,0.011,9.57
2024-11-21,0.784,0.781,0.784,0.768,54173,4220857.2,2.04,-0.38,-0.003,9.18
2024-11-22,0.781,0.758,0.784,0.754,35844,2760406.7,3.84,-2.94,-0.023,6.07
2024-11-25,0.759,0.747,0.773,0.739,31719,2371151.4,4.49,-1.45,-0.011,5.37
2024-11-26,0.746,0.746,0.755,0.742,20744,1552867.9,1.74,-0.13,-0.001,3.51
2024-11-27,0.733,0.764,0.766,0.733,44047,3316223.5,4.42,2.41,0.018,7.46
2024-11-28,0.766,0.758,0.772,0.758,35617,2718747.6,1.83,-0.79,-0.006,6.03
2024-11-29,0.753,0.767,0.778,0.753,35544,2722303.7,3.3,1.19,0.009,6.02
2024-12-02,0.767,0.776,0.78,0.767,37570,2910789.6,1.69,1.17,0.009,6.37
2024-12-03,0.779,0.773,0.78,0.768,18451,1424449.726,1.55,-0.39,-0.003,3.13
2024-12-04,0.773,0.768,0.778,0.766,18108,1400217.2,1.55,-0.65,-0.005,3.07
2024-12-05,0.768,0.763,0.769,0.761,17840,1364617.4,1.04,-0.65,-0.005,3.02
2024-12-06,0.758,0.778,0.782,0.758,36250,2809097.065,3.15,1.97,0.015,6.14
2024-12-09,0.778,0.781,0.787,0.767,38297,2991867.6,2.57,0.39,0.003,6.49
2024-12-10,0.848,0.793,0.848,0.788,57320,4603030.3,7.68,1.54,0.012,9.71
2024-12-11,0.786,0.788,0.8,0.784,32449,2556987.9,2.02,-0.63,-0.005,5.5
2024-12-12,0.788,0.794,0.795,0.781,31211,2466830.5,1.78,0.76,0.006,5.29
2024-12-13,0.794,0.777,0.794,0.775,28289,2208439.8,2.39,-2.14,-0.017,4.79
2024-12-16,0.777,0.768,0.78,0.764,26579,2043555.832,2.06,-1.16,-0.009,4.5
2024-12-17,0.777,0.77,0.777,0.764,23555,1808447.0,1.69,0.26,0.002,3.99
2024-12-18,0.771,0.772,0.777,0.771,22544,1741983.3,0.78,0.26,0.002,3.82
2024-12-19,0.772,0.781,0.782,0.764,32014,2484288.2,2.33,1.17,0.009,5.42
2024-12-20,0.781,0.783,0.788,0.775,19385,1517877.5,1.66,0.26,0.002,3.28
2024-12-23,0.784,0.774,0.794,0.774,12692,987385.852,2.55,-1.15,-0.009,2.15
2024-12-24,0.773,0.784,0.787,0.771,14707,1149113.3,2.07,1.29,0.01,2.49
2024-12-26,0.784,0.789,0.79,0.784,31274,2464835.4,0.77,0.64,0.005,5.3
2024-12-27,0.788,0.79,0.798,0.788,22302,1769051.2,1.27,0.13,0.001,3.78
2024-12-30,0.792,0.795,0.797,0.791,32354,2570113.4,0.76,0.63,0.005,5.48
2024-12-31,0.79,0.781,0.791,0.78,40527,3187508.4,1.38,-1.76,-0.014,6.87
2025-01-02,0.781,0.761,0.781,0.757,32655,2508733.6,3.07,-2.56,-0.02,5.53
2025-01-03,0.769,0.758,0.772,0.756,19197,1467465.6,2.1,-0.39,-0.003,3.25
2025-01-06,0.761,0.758,0.773,0.755,11824,897883.0,2.37,0.0,0.0,2.0
2025-01-07,0.755,0.753,0.76,0.743,21520,1612583.5,2.24,-0.66,-0.005,3.65
2025-01-08,0.748,0.742,0.75,0.731,17283,1280233.987,2.52,-1.46,-0.011,2.93
2025-01-09,0.742,0.75,0.753,0.738,18728,1404074.5,2.02,1.08,0.008,3.17
2025-01-10,0.745,0.742,0.755,0.741,12279,918464.5,1.87,-1.07,-0.008,2.08
2025-01-13,0.742,0.733,0.742,0.73,11687,858897.8,1.62,-1.21,-0.009,1.98
2025-01-14,0.733,0.765,0.767,0.733,31703,2394408.3,4.64,4.37,0.032,5.37
2025-01-15,0.766,0.76,0.766,0.735,42677,3231334.67,4.05,-0.65,-0.005,7.23
2025-01-16,0.767,0.764,0.777,0.755,25324,1941154.7,2.89,0.53,0.004,4.29
2025-01-17,0.756,0.769,0.773,0.753,10906,835237.79,2.62,0.65,0.005,1.85
2025-01-20,0.769,0.786,0.79,0.769,31080,2439105.9,2.73,2.21,0.017,5.27
2025-01-21,0.792,0.795,0.801,0.786,37413,2968803.9,1.91,1.15,0.009,6.34
2025-01-22,0.786,0.785,0.808,0.783,14388,1132731.8,3.14,-1.26,-0.01,2.44
2025-01-23,0.785,0.778,0.8,0.778,31576,2490124.31,2.8,-0.89,-0.007,5.35
2025-01-24,0.774,0.798,0.799,0.773,35257,2796239.7,3.34,2.57,0.02,5.97
2025-01-27,0.797,0.797,0.805,0.795,26643,2129991.38,1.25,-0.13,-0.001,4.51
2025-02-05,0.804,0.828,0.868,0.804,92934,7665729.625,8.03,3.89,0.031,15.74
2025-02-06,0.825,0.85,0.85,0.824,89819,7555174.536,3.14,2.66,0.022,15.22
2025-02-07,0.848,0.863,0.872,0.84,86530,7457724.943,3.76,1.53,0.013,14.66
2025-02-10,0.864,0.877,0.88,0.864,72481,6342652.804,1.85,1.62,0.014,12.28
2025-02-11,0.876,0.873,0.885,0.872,37957,3328617.673,1.48,-0.46,-0.004,6.43
2025-02-12,0.874,0.891,0.893,0.87,42595,3763142.514,2.63,2.06,0.018,7.22
2025-02-13,0.891,0.89,0.907,0.887,80881,7256294.589,2.24,-0.11,-0.001,13.7
2025-02-14,0.89,0.909,0.911,0.886,52862,4766171.667,2.81,2.13,0.019,8.96
2025-02-17,0.92,0.923,0.936,0.909,49061,4531373.672,2.97,1.54,0.014,8.31
2025-02-18,0.923,0.925,0.945,0.906,51279,4785724.721,4.23,0.22,0.002,8.69
2025-02-19,0.925,0.94,0.985,0.919,57453,5385209.0,7.14,1.62,0.015,9.73
2025-02-20,0.938,0.932,0.941,0.922,39029,3633369.9,2.02,-0.85,-0.008,6.61
2025-02-21,0.935,0.982,0.982,0.935,88900,8572508.977,5.04,5.36,0.05,15.06
2025-02-24,0.982,0.981,0.989,0.956,77573,7575278.725,3.36,-0.1,-0.001,13.14
2025-02-25,0.952,0.962,0.98,0.945,81517,7788351.712,3.57,-1.94,-0.019,13.81
2025-02-26,0.964,0.987,0.987,0.958,84355,8242902.824,3.01,2.6,0.025,14.29
2025-02-27,0.988,0.976,0.998,0.954,89490,8684096.5,4.46,-1.11,-0.011,15.16
2025-02-28,0.97,0.925,0.975,0.923,85840,8072238.0,5.33,-5.23,-0.051,14.54
2025-03-03,0.921,0.925,0.946,0.917,76427,7129212.8,3.14,0.0,0.0,12.95
2025-03-04,0.912,0.93,0.935,0.896,29581,2719672.7,4.22,0.54,0.005,5.01
2025-03-05,0.93,0.946,0.946,0.925,33473,3144760.3,2.26,1.72,0.016,5.67
2025-03-06,0.958,0.98,0.982,0.954,67612,6588784.3,2.96,3.59,0.034,11.45
2025-03-07,0.974,0.975,0.993,0.969,56923,5579251.8,2.45,-0.51,-0.005,9.64
2025-03-10,0.98,0.961,0.988,0.954,52095,5020827.4,3.49,-1.44,-0.014,8.83
2025-03-11,0.961,0.951,0.961,0.943,40864,3879413.5,1.87,-1.04,-0.01,6.92
2025-03-12,0.962,0.953,0.965,0.95,19892,1900718.1,1.58,0.21,0.002,3.37
2025-03-13,0.954,0.936,0.954,0.924,37639,3516034.3,3.15,-1.78,-0.017,6.38
2025-03-14,0.936,0.958,0.959,0.933,54944,5229141.076,2.78,2.35,0.022,9.31
2025-03-17,0.957,0.958,0.963,0.952,14435,1381400.4,1.15,0.0,0.0,2.45
2025-03-18,0.965,0.979,0.98,0.964,38576,3761111.471,1.67,2.19,0.021,6.54
2025-03-19,0.979,0.977,0.979,0.966,35637,3472978.3,1.33,-0.2,-0.002,6.04
2025-03-20,0.977,0.962,0.977,0.957,36577,3521204.5,2.05,-1.54,-0.015,6.2
2025-03-21,0.947,0.935,0.961,0.928,58526,5496829.5,3.43,-2.81,-0.027,9.92
2025-03-24,0.934,0.932,0.935,0.922,30278,2812766.253,1.39,-0.32,-0.003,5.13
2025-03-25,0.925,0.917,0.929,0.912,19113,1754709.5,1.82,-1.61,-0.015,3.24
2025-03-26,0.907,0.918,0.925,0.907,4912,452101.1,1.96,0.11,0.001,0.83
2025-03-27,0.918,0.927,0.933,0.91,29437,2708469.2,2.51,0.98,0.009,4.99
2025-03-28,0.926,0.919,0.933,0.911,16690,1540126.104,2.37,-0.86,-0.008,2.83
2025-03-31,0.92,0.906,0.92,0.895,20657,1863437.3,2.72,-1.41,-0.013,3.5
2025-04-01,0.91,0.91,0.92,0.906,18708,1706210.8,1.55,0.44,0.004,3.17
2025-04-02,0.903,0.901,0.914,0.897,12517,1129540.7,1.87,-0.99,-0.009,2.12
2025-04-03,0.898,0.889,0.901,0.881,16185,1441506.1,2.22,-1.33,-0.012,2.74
2025-04-07,0.84,0.8,0.84,0.8,48635,3929232.0,4.5,-10.01,-0.089,8.24
2025-04-08,0.796,0.781,0.8,0.765,40038,3122382.8,4.38,-2.38,-0.019,6.78
2025-04-09,0.764,0.799,0.804,0.736,40325,3122706.002,8.71,2.3,0.018,6.83
2025-04-10,0.85,0.818,0.86,0.799,42496,3521537.28,7.63,2.38,0.019,7.2
2025-04-11,0.818,0.825,0.833,0.798,27533,2250738.2,4.28,0.86,0.007,4.66
2025-04-14,0.846,0.831,0.847,0.827,23397,1953906.3,2.42,0.73,0.006,3.96
2025-04-15,0.836,0.826,0.836,0.821,10940,902735.1,1.81,-0.6,-0.005,1.85
2025-04-16,0.835,0.812,0.835,0.801,23171,1871041.8,4.12,-1.69,-0.014,3.93
2025-04-17,0.798,0.816,0.827,0.798,15500,1262552.6,3.57,0.49,0.004,2.63
2025-04-18,0.802,0.81,0.813,0.801,7969,642717.8,1.47,-0.74,-0.006,1.35
2025-04-21,0.811,0.818,0.818,0.81,8289,674694.845,0.99,0.99,0.008,1.4
2025-04-22,0.816,0.826,0.828,0.813,12828,1054332.178,1.83,0.98,0.008,2.17
2025-04-23,0.84,0.846,0.849,0.829,26280,2214961.194,2.42,2.42,0.02,4.45
2025-04-24,0.846,0.839,0.847,0.832,22158,1864917.638,1.77,-0.83,-0.007,3.75
2025-04-25,0.848,0.845,0.85,0.839,11735,989589.2,1.31,0.72,0.006,1.99
